2, 0.8159202317290554
4, 0.8172459893048127
6, 0.8268543854385438
8, 0.8610457441313208
10, 0.8525693015966305
12, 0.8383467844271865
14, 0.8290919405689273
16, 0.8330689180068525
18, 0.8392075113551625
20, 0.8389804259609157
22, 0.8420593292137502
24, 0.8416606989863702
26, 0.8433775762353839
28, 0.8280172413793103
30, 0.8521771759589797
32, 0.8427085636837036
34, 0.8443199795415021
36, 0.8434105013628669
38, 0.8475044913242741
40, 0.837913058801621
42, 0.8421855058932085
44, 0.851000919519438
46, 0.8413230622781876
48, 0.8500704441431719
50, 0.8432595940538767
52, 0.8460416117382528
54, 0.8426769089363715
56, 0.8425770963431731
58, 0.8419678372860648
60, 0.8380681569356364
62, 0.8409509223485273
64, 0.845451119781923
66, 0.8437240224890029
68, 0.8396983876552417
70, 0.8401392247203079
72, 0.8428175441107639
74, 0.8408559852940904
76, 0.8370159039482156
78, 0.8426681437981494
80, 0.8453911553638918
82, 0.8442269560659126
84, 0.8437673224819224
86, 0.8440247795052389
88, 0.8436582546901643
90, 0.8447127429224915
92, 0.8432929166495604
94, 0.8451499175775359
96, 0.8454202876526035
98, 0.8424064769451297
100, 0.8433234471735176


